ordernumber,productline,quantityordered,dealsize,priceeach,sales,msrp,expsales,profit_loss,orderlinenumber,status,monthordered,dayordered,yearorders,qtr_id,productcode,customername,contactnames,phone,addressline1,city,country
10154,Vintage Cars,31,Small,91.17,2826.27,88,2728,98.27,2,Shipped,October,2,2003,4,S24_3151,Boards & Toys Co.,Leslie Young,3105552373,4097 Douglas Av.,Glendale,USA
10167,Vintage Cars,20,Small,79.66,1593.2,88,1760,-166.8,11,Cancelled,October,23,2003,4,S24_3151,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10177,Vintage Cars,45,Medium,72.58,3266.1,88,3960,-693.9,2,Shipped,November,7,2003,4,S24_3151,CAF Imports,Jesus Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain
10185,Vintage Cars,33,Small,74.35,2453.55,88,2904,-450.45,2,Shipped,November,14,2003,4,S24_3151,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10197,Vintage Cars,47,Medium,83.2,3910.4,88,4136,-225.6,8,Shipped,November,26,2003,4,S24_3151,Enaco Distributors,Eduardo Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Spain
10208,Vintage Cars,20,Small,89.4,1788,88,1760,28,2,Shipped,January,2,2004,1,S24_3151,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10222,Vintage Cars,47,Medium,70.81,3328.07,88,4136,-807.93,14,Shipped,February,19,2004,1,S24_3151,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10233,Vintage Cars,40,Medium,94.71,3788.4,88,3520,268.4,2,Shipped,March,29,2004,1,S24_3151,Tekni Collectables Inc.,William Brown,2015559350,7476 Moss Rd.,Newark,USA
10248,Vintage Cars,30,Medium,100,3000,88,2640,360,5,Cancelled,May,7,2004,2,S24_3151,Land of Toys Inc.,Kwai Yu,2125557818,897 Long Airport Avenue,NYC,USA
10261,Vintage Cars,22,Small,91.17,2005.74,88,1936,69.74,3,Shipped,June,17,2004,2,S24_3151,Quebec Home Shopping Network,Jean Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,Canada
10273,Vintage Cars,27,Small,100,2700,88,2376,324,6,Shipped,July,21,2004,3,S24_3151,Petit Auto,Catherine Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Belgium
10283,Vintage Cars,34,Medium,92.94,3159.96,88,2992,167.96,8,Shipped,August,20,2004,3,S24_3151,"Royal Canadian Collectables, Ltd.",Elizabeth Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,Canada
10295,Vintage Cars,46,Medium,84.97,3908.62,88,4048,-139.38,3,Shipped,September,10,2004,3,S24_3151,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10306,Vintage Cars,31,Small,84.08,2606.48,88,2728,-121.52,2,Shipped,October,14,2004,4,S24_3151,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10315,Vintage Cars,24,Small,86.74,2081.76,88,2112,-30.24,1,Shipped,October,29,2004,4,S24_3151,La Rochelle Gifts,Janine Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,France
10326,Vintage Cars,41,Medium,85.85,3519.85,88,3608,-88.15,3,Shipped,November,9,2004,4,S24_3151,"Volvo Model Replicas, Co",Christina Berglund,0921-12 3555,Berguvsv„gen  8,Lule,Sweden
10339,Vintage Cars,55,Large,100,5500,88,4840,660,13,Shipped,November,23,2004,4,S24_3151,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10350,Vintage Cars,30,Medium,100,3000,88,2640,360,9,Shipped,December,2,2004,4,S24_3151,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10373,Vintage Cars,33,Small,57.32,1891.56,88,2904,-1012.44,12,Shipped,January,31,2005,1,S24_3151,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10384,Vintage Cars,43,Medium,97.87,4208.41,88,3784,424.41,2,Shipped,February,23,2005,1,S24_3151,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10396,Vintage Cars,27,Small,83.2,2246.4,88,2376,-129.6,7,Shipped,March,23,2005,1,S24_3151,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10414,Vintage Cars,60,Medium,100,6000,88,5280,720,5,On Hold,May,6,2005,2,S24_3151,Gifts4AllAges.com,Juri Yoshido,6175559555,8616 Spinnaker Dr.,Boston,USA
10110,Classic Cars,27,Small,73.62,1987.74,85,2295,-307.26,12,Shipped,March,18,2003,1,S24_3191,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10124,Classic Cars,49,Medium,83.04,4068.96,85,4165,-96.04,11,Shipped,May,21,2003,2,S24_3191,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10148,Classic Cars,31,Small,73.62,2282.22,85,2635,-352.78,5,Shipped,September,11,2003,3,S24_3191,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10161,Classic Cars,20,Small,77.05,1541,85,1700,-159,4,Shipped,October,17,2003,4,S24_3191,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10172,Classic Cars,24,Small,81.33,1951.92,85,2040,-88.08,2,Shipped,November,5,2003,4,S24_3191,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10182,Classic Cars,33,Medium,94.17,3107.61,85,2805,302.61,15,Shipped,November,12,2003,4,S24_3191,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10192,Classic Cars,32,Small,72.77,2328.64,85,2720,-391.36,3,Shipped,November,20,2003,4,S24_3191,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10204,Classic Cars,40,Medium,79.62,3184.8,85,3400,-215.2,9,Shipped,December,2,2003,4,S24_3191,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10212,Classic Cars,27,Small,79.62,2149.74,85,2295,-145.26,2,Shipped,January,16,2004,1,S24_3191,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10227,Classic Cars,40,Medium,79.62,3184.8,85,3400,-215.2,15,Shipped,March,2,2004,1,S24_3191,"Saveley & Henriot, Co.",Mary Saveley,78.32.5555,"2, rue du Commerce",Lyon,France
10241,Classic Cars,26,Small,81.33,2114.58,85,2210,-95.42,7,Shipped,April,13,2004,2,S24_3191,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
10267,Classic Cars,44,Medium,96.74,4256.56,85,3740,516.56,4,Shipped,July,7,2004,3,S24_3191,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10279,Classic Cars,33,Small,71.06,2344.98,85,2805,-460.02,4,Shipped,August,9,2004,3,S24_3191,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10288,Classic Cars,34,Small,68.49,2328.66,85,2890,-561.34,10,Shipped,September,1,2004,3,S24_3191,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10302,Classic Cars,48,Medium,74.48,3575.04,85,4080,-504.96,6,Shipped,October,6,2003,4,S24_3191,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10311,Classic Cars,25,Small,83.04,2076,85,2125,-49,5,Shipped,October,16,2004,4,S24_3191,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10321,Classic Cars,39,Medium,84.75,3305.25,85,3315,-9.75,2,Shipped,November,4,2004,4,S24_3191,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10332,Classic Cars,45,Small,34.19,1538.55,85,3825,-2286.45,12,Shipped,November,17,2004,4,S24_3191,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10346,Classic Cars,24,Medium,100,2400,85,2040,360,2,Shipped,November,29,2004,4,S24_3191,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10368,Classic Cars,46,Medium,79.62,3662.52,85,3910,-247.48,1,Shipped,January,19,2005,1,S24_3191,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10380,Classic Cars,44,Medium,79.06,3478.64,85,3740,-261.36,9,Shipped,February,16,2005,1,S24_3191,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10407,Classic Cars,13,Small,81.33,1057.29,85,1105,-47.71,7,On Hold,April,22,2005,2,S24_3191,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10420,Classic Cars,35,Medium,96.74,3385.9,85,2975,410.9,10,In Process,May,29,2005,2,S24_3191,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10108,Classic Cars,30,Small,63.07,1892.1,61,1830,62.1,5,Shipped,March,3,2003,1,S24_3371,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10122,Classic Cars,34,Small,50.21,1707.14,61,2074,-366.86,9,Shipped,May,8,2003,2,S24_3371,Marseille Mini Autos,Laurence Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,France
10135,Classic Cars,27,Small,66.13,1785.51,61,1647,138.51,6,Shipped,July,2,2003,3,S24_3371,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10147,Classic Cars,30,Small,68.58,2057.4,61,1830,227.4,6,Shipped,September,5,2003,3,S24_3371,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10159,Classic Cars,50,Medium,69.8,3490,61,3050,440,1,Shipped,October,10,2003,4,S24_3371,Corporate Gift Ideas Co.,Julie Brown,6505551386,7734 Strong St.,San Francisco,USA
10169,Classic Cars,34,Small,50.21,1707.14,61,2074,-366.86,1,Shipped,November,4,2003,4,S24_3371,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10181,Classic Cars,23,Small,65.52,1506.96,61,1403,103.96,13,Shipped,November,12,2003,4,S24_3371,Herkku Gifts,Veysel Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Norway
10191,Classic Cars,48,Small,60.01,2880.48,61,2928,-47.52,2,Shipped,November,20,2003,4,S24_3371,"Toms Spezialitten, Ltd",Henriette Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,Germany
10203,Classic Cars,34,Small,64.9,2206.6,61,2074,132.6,7,Shipped,December,2,2003,4,S24_3371,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10211,Classic Cars,48,Small,48.98,2351.04,61,2928,-576.96,1,Shipped,January,15,2004,1,S24_3371,Auto Canal Petit,Dominique Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,France
10225,Classic Cars,24,Small,50.21,1205.04,61,1464,-258.96,8,Shipped,February,22,2004,1,S24_3371,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10238,Classic Cars,47,Small,62.45,2935.15,61,2867,68.15,2,Shipped,April,9,2004,2,S24_3371,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10253,Classic Cars,24,Small,52.66,1263.84,61,1464,-200.16,12,Cancelled,June,1,2004,2,S24_3371,"UK Collectables, Ltd.",Elizabeth Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,UK
10266,Classic Cars,47,Small,62.45,2935.15,61,2867,68.15,13,Shipped,July,6,2004,3,S24_3371,L'ordine Souveniers,Maurizio Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,Italy
10276,Classic Cars,20,Small,61.23,1224.6,61,1220,4.6,2,Shipped,August,2,2004,3,S24_3371,Online Mini Collectables,Miguel Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,USA
10287,Classic Cars,20,Small,67.97,1359.4,61,1220,139.4,11,Shipped,August,30,2004,3,S24_3371,"Vida Sport, Ltd",Michael Holz,0897-034555,Grenzacherweg 237,Gensve,Switzerland
10300,Classic Cars,31,Small,58.78,1822.18,61,1891,-68.82,4,Shipped,October,4,2003,4,S24_3371,"Blauer See Auto, Co.",Roland Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Germany
10310,Classic Cars,38,Small,56.94,2163.72,61,2318,-154.28,9,Shipped,October,16,2004,4,S24_3371,"Toms Spezialitten, Ltd",Henriette Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,Germany
10320,Classic Cars,26,Small,61.23,1591.98,61,1586,5.98,2,Shipped,November,3,2004,4,S24_3371,"Volvo Model Replicas, Co",Christina Berglund,0921-12 3555,Berguvsv„gen  8,Lule,Sweden
10331,Classic Cars,25,Medium,100,2500,61,1525,975,9,Shipped,November,17,2004,4,S24_3371,Motor Mint Distributors Inc.,Rosa Hernandez,2155559857,11328 Douglas Av.,Philadelphia,USA
10342,Classic Cars,48,Small,62.45,2997.6,61,2928,69.6,10,Shipped,November,24,2004,4,S24_3371,"Australian Collectors, Co.",Peter Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,Australia
10355,Classic Cars,44,Small,62.45,2747.8,61,2684,63.8,6,Shipped,December,7,2004,4,S24_3371,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10363,Classic Cars,21,Small,100,2100,61,1281,819,15,Shipped,January,6,2005,1,S24_3371,Suominen Souveniers,Kalle Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Finland
10378,Classic Cars,46,Small,41.54,1910.84,61,2806,-895.16,6,Shipped,February,10,2005,1,S24_3371,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10390,Classic Cars,46,Small,52.84,2430.64,61,2806,-375.36,6,Shipped,March,4,2005,1,S24_3371,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10419,Classic Cars,55,Small,52.66,2896.3,61,3355,-458.7,12,Shipped,May,17,2005,2,S24_3371,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10106,Vintage Cars,31,Small,52.6,1630.6,65,2015,-384.4,14,Shipped,February,17,2003,1,S24_3420,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10119,Vintage Cars,20,Small,72.98,1459.6,65,1300,159.6,5,Shipped,April,28,2003,2,S24_3420,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
10131,Vintage Cars,29,Small,59.18,1716.22,65,1885,-168.78,6,Shipped,June,16,2003,2,S24_3420,Gift Ideas Corp.,Dan Lewis,2035554407,2440 Pompton St.,Glendale,USA
10143,Vintage Cars,33,Small,77.59,2560.47,65,2145,415.47,9,Shipped,August,10,2003,3,S24_3420,Mini Creations Ltd.,Wing C Tam,5085559555,4575 Hillside Dr.,New Bedford,USA
10155,Vintage Cars,34,Small,55.89,1900.26,65,2210,-309.74,7,Shipped,October,6,2003,4,S24_3420,"Toys of Finland, Co.",Matti Karttunen,90-224 8555,Keskuskatu 45,Helsinki,Finland
10167,Vintage Cars,32,Small,63.12,2019.84,65,2080,-60.16,3,Cancelled,October,23,2003,4,S24_3420,Scandinavian Gift Ideas,Maria Larsson,0695-34 6555,?kergatan 24,Boras,Sweden
10178,Vintage Cars,27,Small,73.64,1988.28,65,1755,233.28,6,Shipped,November,8,2003,4,S24_3420,Alpha Cognac,Annette Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,France
10186,Vintage Cars,21,Small,69.04,1449.84,65,1365,84.84,3,Shipped,November,14,2003,4,S24_3420,"Double Decker Gift Stores, Ltd",Thomas Hardy,(171) 555-7555,120 Hanover Sq.,London,UK
10198,Vintage Cars,27,Small,71.67,1935.09,65,1755,180.09,6,Shipped,November,27,2003,4,S24_3420,Cruz & Sons Co.,Arnold Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines
10209,Vintage Cars,36,Small,77.59,2793.24,65,2340,453.24,2,Shipped,January,9,2004,1,S24_3420,"Men 'R' US Retailers, Ltd.",Michael Chandler,2155554369,6047 Douglas Av.,Los Angeles,USA
10222,Vintage Cars,43,Medium,70.35,3025.05,65,2795,230.05,6,Shipped,February,19,2004,1,S24_3420,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10249,Vintage Cars,25,Small,69.7,1742.5,65,1625,117.5,2,Shipped,May,8,2004,2,S24_3420,Cambridge Collectables Co.,Kyung Tseng,6175555555,4658 Baden Av.,Cambridge,USA
10262,Vintage Cars,46,Medium,70.35,3236.1,65,2990,246.1,11,Cancelled,June,24,2004,2,S24_3420,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10274,Vintage Cars,24,Small,72.33,1735.92,65,1560,175.92,3,Shipped,July,21,2004,3,S24_3420,Collectables For Less Inc.,Allen Nelson,6175558555,7825 Douglas Av.,Brickhaven,USA
10284,Vintage Cars,39,Small,71.67,2795.13,65,2535,260.13,13,Shipped,August,21,2004,3,S24_3420,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10296,Vintage Cars,31,Small,53.92,1671.52,65,2015,-343.48,9,Shipped,September,15,2004,3,S24_3420,"Bavarian Collectables Imports, Co.",Michael Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,Germany
10307,Vintage Cars,22,Small,71.67,1576.74,65,1430,146.74,3,Shipped,October,14,2004,4,S24_3420,"Classic Gift Ideas, Inc",Francisca Cervantes,2155554695,782 First Street,Philadelphia,USA
10316,Vintage Cars,47,Medium,76.93,3615.71,65,3055,560.71,11,Shipped,November,1,2004,4,S24_3420,giftsbymail.co.uk,Helen Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,UK
10328,Vintage Cars,20,Small,72.98,1459.6,65,1300,159.6,2,Shipped,November,12,2004,4,S24_3420,Rovelli Gifts,Giovanni Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,Italy
10339,Vintage Cars,29,Small,99.69,2891.01,65,1885,1006.01,14,Shipped,November,23,2004,4,S24_3420,"Tokyo Collectables, Ltd",Akiko Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Japan
10351,Vintage Cars,38,Small,68.38,2598.44,65,2470,128.44,4,Shipped,December,3,2004,4,S24_3420,"Stylish Desk Decors, Co.",Ann Brown,(171) 555-0297,35 King George,London,UK
10361,Vintage Cars,34,Medium,100,3400,65,2210,1190,6,Shipped,December,17,2004,4,S24_3420,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10373,Vintage Cars,46,Medium,66,3036,65,2990,46,11,Shipped,January,31,2005,1,S24_3420,"Oulu Toy Supplies, Inc.",Pirkko Koskitalo,981-443655,Torikatu 38,Oulu,Finland
10386,Vintage Cars,35,Small,63.76,2231.6,65,2275,-43.4,9,Resolved,March,1,2005,1,S24_3420,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10398,Vintage Cars,34,Small,71.67,2436.78,65,2210,226.78,13,Shipped,March,30,2005,1,S24_3420,Reims Collectables,Paul Henriot,26.47.1555,59 rue de l'Abbaye,Reims,France
10400,Vintage Cars,38,Small,57.2,2173.6,65,2470,-296.4,3,Shipped,April,1,2005,2,S24_3420,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10415,Vintage Cars,18,Small,69.7,1254.6,65,1170,84.6,2,Disputed,May,9,2005,2,S24_3420,"Australian Collectables, Ltd",Sean Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,Australia
10110,Classic Cars,37,Medium,100,3700,107,3959,-259,14,Shipped,March,18,2003,1,S24_3432,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10124,Classic Cars,43,Medium,100,4300,107,4601,-301,13,Shipped,May,21,2003,2,S24_3432,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10148,Classic Cars,27,Medium,100,2700,107,2889,-189,7,Shipped,September,11,2003,3,S24_3432,"Anna's Decorations, Ltd",Anna O'Hara,02 9936 8555,201 Miller Street,North Sydney,Australia
10161,Classic Cars,30,Medium,100,3000,107,3210,-210,6,Shipped,October,17,2003,4,S24_3432,Heintze Collectables,Palle Ibsen,86 21 3555,Smagsloget 45,Aaarhus,Denmark
10172,Classic Cars,22,Small,98.51,2167.22,107,2354,-186.78,4,Shipped,November,5,2003,4,S24_3432,Gift Depot Inc.,Julie King,2035552570,25593 South Bay Ln.,Bridgewater,USA
10182,Classic Cars,49,Medium,100,4900,107,5243,-343,17,Shipped,November,12,2003,4,S24_3432,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10192,Classic Cars,46,Medium,100,4600,107,4922,-322,5,Shipped,November,20,2003,4,S24_3432,Online Diecast Creations Co.,Valarie Young,6035558647,2304 Long Airport Avenue,Nashua,USA
10204,Classic Cars,48,Medium,91.02,4368.96,107,5136,-767.04,11,Shipped,December,2,2003,4,S24_3432,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10212,Classic Cars,46,Medium,87.81,4039.26,107,4922,-882.74,4,Shipped,January,16,2004,1,S24_3432,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10226,Classic Cars,48,Medium,92.09,4420.32,107,5136,-715.68,2,Shipped,February,26,2004,1,S24_3432,Collectable Mini Designs Co.,Valarie Thompson,7605558146,361 Furth Circle,San Diego,USA
10241,Classic Cars,27,Small,86.73,2341.71,107,2889,-547.29,9,Shipped,April,13,2004,2,S24_3432,Mini Caravy,Frederique Citeaux,88.60.1555,"24, place Kluber",Strasbourg,France
10267,Classic Cars,43,Medium,100,4300,107,4601,-301,6,Shipped,July,7,2004,3,S24_3432,Muscle Machine Inc,Jeff Young,2125557413,4092 Furth Circle,NYC,USA
10279,Classic Cars,48,Medium,100,4800,107,5136,-336,6,Shipped,August,9,2004,3,S24_3432,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10288,Classic Cars,41,Medium,100,4100,107,4387,-287,12,Shipped,September,1,2004,3,S24_3432,Handji Gifts& Co,Wendy Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,Singapore
10301,Classic Cars,22,Small,96.37,2120.14,107,2354,-233.86,2,Shipped,October,5,2003,4,S24_3432,"Norway Gifts By Mail, Co.",Jan Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway
10311,Classic Cars,46,Medium,92.09,4236.14,107,4922,-685.86,7,Shipped,October,16,2004,4,S24_3432,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10321,Classic Cars,21,Small,89.95,1888.95,107,2247,-358.05,4,Shipped,November,4,2004,4,S24_3432,FunGiftIdeas.com,Violeta Benitez,5085552555,1785 First Street,New Bedford,USA
10332,Classic Cars,31,Small,37.18,1152.58,107,3317,-2164.42,13,Shipped,November,17,2004,4,S24_3432,"AV Stores, Co.",Victoria Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,UK
10346,Classic Cars,26,Small,95.88,2492.88,107,2782,-289.12,6,Shipped,November,29,2004,4,S24_3432,Signal Gift Stores,Sue King,7025551838,8489 Strong St.,Las Vegas,USA
10368,Classic Cars,20,Small,99.58,1991.6,107,2140,-148.4,4,Shipped,January,19,2005,1,S24_3432,Mini Gifts Distributors Ltd.,Valarie Nelson,4155551450,5677 Strong St.,San Rafael,USA
10380,Classic Cars,34,Medium,100,3400,107,3638,-238,11,Shipped,February,16,2005,1,S24_3432,Euro Shopping Channel,Diego Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Spain
10407,Classic Cars,43,Medium,86.73,3729.39,107,4601,-871.61,9,On Hold,April,22,2005,2,S24_3432,The Sharp Gifts Warehouse,Sue Frick,4085553659,3086 Ingle Ln.,San Jose,USA
10420,Classic Cars,26,Small,100,2600,107,2782,-182,12,In Process,May,29,2005,2,S24_3432,Souveniers And Things Co.,Adrian Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia
10105,Vintage Cars,50,Medium,79.67,3983.5,83,4150,-166.5,1,Shipped,February,11,2003,1,S24_3816,Danish Wholesale Imports,Jytte Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,Denmark
10119,Vintage Cars,35,Medium,90.57,3169.95,83,2905,264.95,10,Shipped,April,28,2003,2,S24_3816,Salzburg Collectables,Georg Pipps,6562-9555,Geislweg 14,Salzburg,Austria
